,rol,corte,fecha,folio,tramite,descripcion,fecha_ingreso,CLASIFICACION_CORRECTA,CLASIFICACION_NUM
48536,,,,,,Por iniciado la tramtiacion del demanda.,,Inicio Tramitación,21
48546,,,,,,"La corte omte proncunc., la demanda, falta de pruebas",,Inadmisible/Omite,18
48550,,,,,,Declara inadmisisble por la corte de Chillán,,Incompetencia,19
48554,,,,,,"Se acoge el demanda sin costas, obligando a Isapre Cruz Blanca a respetar el Plan GES.",,Acoge,0
48562,1925-2024,La Serena,03/01/2025,11.0,Resolución,Rep.rech./ampl.plazo/traer vis,05/12/2024,Ica Amplia Plazo,15
48576,,,,,,Al folio 22: declara inadm,,Incompetencia,19
48587,10977-2023,Concepción,10/10/2023,13.0,Resolución,Ev. Informe // Pide FUN actualizado dentro de 05 días.,03/06/2023,Evacua Informe,12
48593,60-2024,Coyhaique,28/05/2024,12.0,Sentencia,"agoge, excepción de litis",28/03/2024,Acoge,0
48618,,,,,,Tng. por aplicada la multa.,,Multa,22
48629,,,,,,Resolviendo el folio 47: Téngase por desestimado,,Fallo/Desestima,13
48633,,,,,,Prescinden  de la Aplte. por no pagar la fianza.,,Prescinde,25
48636,,,,,,El inicio de tramtiacion del recurso se realizó.,,Inicio Tramitación,21
48660,22023-2019,Concepción,27/06/2024,28.0,Sentencia,"Acoge con costas, 100.000",23/09/2019,Acoge,0
48670,1271-2024,La Serena,22/07/2024,11.0,Resolución,"A lo principal: Atendido que los fundamentos de la recurrente no logran desvirtuar lo decidido en la resolución que se impugna, se rechaza el recurso de reposición. Al primer y segundo otrosí: No ha lugar, por improcedente",16/08/2024,Nhl,23
48673,,,,,,(GES2025)T.pte/v.e.forma (GC),,Téngase Presente,28
48683,,,,,,La recurso es omte proncunc.a (por desistimiento),,Inadmisible/Omite,18
48686,,,,,,La recurso es declara inadmisiblea (por prescripción),,Inadmisible/Omite,18
48687,,,,,,Al folio n 84: art 216,,Art / Numeral,7
48696,,,,,,La inhabilidad del ab. int  se fundamenta en por amistad íntima con el acusado.,,Inhabilidad,20
48698,,,,,,expone sentencias,,Ica Informa,16
48701,,,,,,Fija las costas en contra de la parte Atr.,,Fija Costas,14
48726,,,,,,"La corte inadmis. la petición, falta de información proporcionada por la isapre",,Inadmisible/Omite,18
48737,,,,,,transcurrido el plazo de 8 dias dese estricto cumplimiento al articulo 125,,Art / Numeral,7
48739,,,,,,El la presente acción fue retirado debido a aumento injustificado de costos por la isapre,,Retira,27
48743,,,,,,En vista y consideración lo informado por la Ilma. C.A. de Corte de concédase la apelación,,Concede Apelación,9
48762,,,,,,"Debido a negativa injustificada de cobertura por parte de isapres, se determinó una multa de de 500 a 1000 UTM.",,Multa,22
48768,,,,,,"tgse acumla 763-2030, con 174-2015 de la corte de RCGA",,Acumulación,2
48774,,,,,,La parte retira el la presente acción por negativa de trámite por parte de la isapre.,,Retira,27
48776,,,,,,(Plan GES)desarch/Incomp(rbf),,Incompetencia,19
48795,3972-2024,San Miguel,07/08/2024,9.0,Resolución,"A lo principal y primer otrosí, traslado bajo apercibimiento de resolver por la Sala de Fondo. Al segundo otrosí, téngase por evacuado el informe solicitado a la recurrida Isapre Nueva Mas Vida S.A. Al tercer otrosí, a sus antecedentes.",18/07/2024,Apercibe,5
48806,,,,,,Revuelve causa fallada a favor de la parte Dmdo.,,Fallo/Desestima,13
48813,165843-2022,Valparaíso,10/04/2024,11.0,Resolución,"Encontrándose la presente causa sin estado de ser vista, toda vez que toda vez que no se encuentra en estado de relación, retíresela de la tabla del día de hoy y pasen los antecedentes a la Sala Tramitadora para los fines pertinentes.",30/11/2022,Ica Solicita Diligencia,17
48819,,,,,,(PBEx24)Por eva/ Informe(XDO,,Evacua Informe,12
48822,1233-2019,Punta Arenas,14/11/2019,10.0,Resolución,prescinde informe GES,01/10/2019,Prescinde,25
48828,,,,,,(PBEx24)Ev. inf (UBO) duplicidad,,Evacua Informe,12
48830,,,,,,reporta (LLQ),,Ica Informa,16
48850,,,,,,"acumulación 905-2002, con 151-2026 de la corte de CCP",,Acumulación,2
48851,,,,,,"apelación acogido con costas parciales, ordenando a Isapre Banmédica que no aplique alza.",,Acoge,0
48853,31359-2022,San Miguel,07/06/2023,8.0,Resolución,Ges/Por Ev Inf en relación,30/11/2022,Evacua Informe,12
48866,165683-2022,Valparaíso,19/06/2023,18.0,Sentencia,nmv7/Acogida,30/11/2022,Acoge,0
48871,8000-2024,Concepción,16/04/2024,5.0,Resolución,Apercibe Admisibilidad,11/04/2024,Apercibe,5
48877,18017-2024,Santiago,12/08/2024,3.0,Resolución,"Se declara admisible, 05 días  // Dese Cuenta ONI",08/08/2024,Admisibles,3
48880,,,,,,La Corte de Apelaciones de Ccp fija los precios en 7 unidades,,Fija Costas,14
48891,3339-2023,Rancagua,28/11/2023,12.0,Resolución,A lo principal: Traslado. Al primer otrosí: Por acompañados los documentos. Al tercer otrosí: Téngase presente.,15/11/2023,Ica Informa,16
48923,,,,,,T.Por la certificación por la parte Rcrte.,,Certifiquese,8
48928,,,,,,Don Sepúlveda - Inhabilidad,,Inhabilidad,20
48932,,,,,,"Por discrepancia en el cálculo de planes por la isapre, el acción se archivó.",,Archivado,6
48940,,,,,,Retira  el demanda por falta de pruebas.,,Retira,27
48944,,,,,,(Plan Complementario) certifíquese Duplicidad (PBD,,Certifiquese,8
48958,17411-2024,Concepción,19/07/2024,14.0,Resolución,Reitérese al petición de informe dentro del plazo de 10 días hábiles,20/06/2024,Ica Solicita Diligencia,17
48979,2412-2020,Talca,17/06/2024,29.0,Resolución,F.28(oficio vale vista): Ocúrrase ante Isapre,13/07/2020,Ica Amplia Plazo,15
48981,,,,,,Acum. a 998-2013  con 616-2027.,,Acumulación,2
48983,1190-2023,Rancagua,06/02/2024,18.0,Resolución,Estese al mérito de lo resuelto a Folio N° 16.,21/08/2023,Ica Informa,16
49001,,,,,,Tng. archivado el recursoAl folio 40: Archívese,,Archivado,6
49002,,,,,,Según lo revisado por el sistema computacional d. cuenta la o.n.i.,,Oni,24
49015,15732-2024,Santiago,12/12/2024,21.0,Resolución,Téngase presente lo informado por la recurrida,11/06/2024,Ica Solicita Diligencia,17
49025,3801-2024,Concepción,12/08/2024,11.0,Resolución,Pide cuenta dentro del plazo de 05 días hábiles,25/03/2024,Ica Solicita Diligencia,17
49028,,,,,,"Se ordena el Apercibimiento, advirtiendo medidas en caso de incumplimiento de Demandante recurrente.",,Apercibe,5
49033,,,,,,Al escrito de la Rcte. téngase por enterado que se declara N.H.L.,,Nhl,23
49036,,,,,,El recurso ha sido rechazao con costas al demandante por no adjuntar los documentos solicitados.,,Rechazada,26
49074,,,,,,c.s./revoca .,,Cs,10
49075,190-2024,Temuco,11/06/2024,22.0,Resolución,Mero Trámite oficio del recurrente: Ocúrrase ante quien corresponda,05/02/2024,Ica Informa,16
49085,,,,,,T.P. lo informado por Tstgo.rcda,,Téngase Presente,28
49097,,,,,,Al escrito de la Demandado téngase por enterado que se declara No ha lugar,,Nhl,23
49108,165843-2022,Valparaíso,13/02/2023,6.0,Resolución,(9) Estese al mérito de autos,30/11/2022,Ica Informa,16
49120,,,,,,El proceso del recurso se archivó por discrepancia en el cálculo de planes por la isapre.,,Archivado,6
49134,,,,,,"El rol 650-2012, Acum. a 936-2031.",,Acumulación,2
49156,2293-2024,Rancagua,11/11/2024,15.0,Resolución,Ev. Informe. Pasen los antecedentes a sr presidente,02/10/2024,Evacua Informe,12
49157,16219-2020,Rancagua,06/04/2021,17.0,Resolución,Téngase Presente el cumplimien,01/12/2020,Certifiquese,8
49161,,,,,,"acción acogido sin costas, ordenando a Nueva Mas Vida S.A. que mantener el plan de salud.",,Acoge,0
49163,,,,,,(PBEx25) Nhl/P.Cta.Inf (TO),,Ica Solicita Diligencia,17
49179,,,,,,La corte ha omte proncunc. la petición por falta de pruebas.,,Inadmisible/Omite,18
49182,312-2023,Copiapó,24/05/2024,21.0,Resolución,"A lo principal, por evacuado informe, pasen los antecedentes a la presidencia a fin de agregar este recurso extraordinariamente. Al primer otrosí, por acompañados los documentos. Al segundo otrosí, téngase presente patrocinio y poder",20/07/2023,Evacua Informe,12
49204,,,,,,Al escrito de la Tstgo.rcda téngase por enterado que se declara nhl,,Nhl,23
49231,515-2024,Puerto Montt,10/04/2024,6.0,Resolución,Dese Cta Adm/ Oni 1° Sala,08/04/2024,Dese Cuenta,11
49239,2373-2023,Talca,20/02/2024,13.0,Resolución,"Pídase informe a la institución recurrida, respecto del cumplimiento de la orden de no innovar decretada en autos. Ofíciese.",22/12/2023,Ica Solicita Diligencia,17
49240,,,,,,Certificado tránsito del estudio al acuerdo.,,Acuerdo,1
49264,,,,,,F.19 Rep. Rech/Concede Ap.,,Concede Apelación,9
49276,,,,,,Incompetencia del tribunal para conocer el recurso. es inadmisble,,Incompetencia,19
49284,,,,,,al folio 17: no ha lugáor lo Exg. ,,Nhl,23
49289,,,,,,"El recurso se rechazaa con costas repartidas, por falta de fundamento.",,Rechazada,26
49294,,,,,,La Serena Acumulado a 694-2012 (con 630-2002).,,Acumulación,2
49316,,,,,,c.s. /incompetencia.,,Cs,10
49318,,,,,,La parte retira el demanda por incumplimiento de cobertura por parte de la isapre ,,Retira,27
49324,,,,,,"Acum. a 873-2043, con 941-2047 de la corte de RCGA",,Acumulación,2
49343,,,,,,ICA ordena informar el domicilio contractual y el FUN actualizado del recurrente dentro de 05 días para verificar el cumplimiento de la sentencia.,,Ica Solicita Diligencia,17
49345,,,,,,"La TEM omite pronunciamiento sobre la recurso, discrepancia en el cálculo de planes por la isapre.",,Inadmisible/Omite,18
49359,171-2024,Santiago,12/01/2024,2.0,Resolución,"Previo a dar cuenta de la admisibilidad de la presente acción constitucional, aclare y acredite si la parte recurrente ha hecho uso de prestaciones de salud mental durante la vigencia de su plan de salud, debiendo acompañar los antecedentes pertinentes, dentro de quinto (5) día bajo apercibimiento de archivar estos antecedentes, sin perjuicio del derecho de la parte recurrente de reanudar su tramitación, aportando la información solicitada",04/03/2024,Apercibe,5
49375,,,,,,Los cotizaciones han sido fijados por la Corte de Apelaciones de Punta Arenas en 7 UF,,Fija Costas,14
49384,,,,,,La corte declara inadmisible  la demanda negativa de trámite por parte de la isapre,,Inadmisible/Omite,18
49405,,,,,,(planes) cert.. duplic LUC,,Certifiquese,8
49430,,,,,,"Se acumula a 160-2036, con 366-2047 de la corte de RCGA",,Acumulación,2
49436,,,,,,Agréguese a la 1ra. Sala (QV,,Agréguese A Tabla,4
49439,,,,,,previene (LLQ),,Ica Informa,16
49450,536-2024,Chillan,24/06/2024,21.0,Resolución,"A sus antecedentes el Oficio SS/N 2532, de diecinueve de junio ñ ° del presente a o, del Fiscal de la Superintendencia de Salud, se or ñ ó é Jorge Dip Calder n, y con su m rito, t ngase por cumplida la medida é para mejor resolver decretada en autos el cinco de junio del actual.",27/04/2024,Ica Informa,16
49457,,,,,,Inadm. Inexistencia de legitimación activa o pasiva en el demandante.,,Incompetencia,19
49458,,,,,,Se impuso una multa de de 10 a 50 UTM por no cumplir lo ordenado por SIS.,,Multa,22
49460,,,,,,(PB)certifíque/ev.inf.fdo(HVV,,Evacua Informe,12
49469,,,,,,(Plan GES)AER pres. Fun (UKc),,Prescinde,25
49475,,,,,,Al folio 53: comunica articulo n° 125,,Art / Numeral,7
49491,,,,,,"Por falta de seguridad laboral, se multó con un rango de de 100 a 300 UTM.",,Multa,22
49500,,,,,,Resolviendo el folio 87: Téng. por desestimado,,Fallo/Desestima,13
49504,16751-2024,Santiago,17/10/2024,14.0,Resolución,Agréguese en su oportunidad,14/10/2024,Agréguese A Tabla,4
49511,,,,,,transcurrido el plazo de 17 dias dese estricto cumplimiento al articulo 125,,Art / Numeral,7
49512,,,,,,La inhabilidad del abogado defensor se fundamenta en por tener interés directo en el resultado del proceso,,Inhabilidad,20
49516,,,,,,agréguese. 24-8,,Agréguese A Tabla,4
49522,1200-2024,Rancagua,23/05/2024,7.0,Resolución,Por ev Informe / Pasen los ant,16/04/2024,Evacua Informe,12
49524,,,,,,Acumula al rol 139-2047,,Acumulación,2
49525,,,,,,Al folio 75: declara inadmisisble,,Incompetencia,19
49526,,,,,,(PBEx26)fondo/aer(TEP) duplicidad,,Evacua Informe,12
49540,8841-2023,Temuco,17/07/2023,8.0,Resolución,Dese Cuenta en Sala tramitador,27/06/2023,Dese Cuenta,11
49548,2472-2024,Temuco,17/04/2024,9.0,Resolución,Evacua Informe SIP [Dice pide informe en la descripción pero no se hace referencia en la resolución],04/04/2024,Evacua Informe,12
49559,,,,,,Tgse. pres. lo informado por Testigo,,Téngase Presente,28
49578,,,,,,Agrégue Extra/A.R. 9-1,,Agréguese A Tabla,4
49591,,,,,,El abogado defensor se declara inhábil por parentesco con la parte interesada.,,Inhabilidad,20
49601,,,,,,dc. cuenta la ordern de no innonvar,,Oni,24
49605,3222-2023,Rancagua,19/01/2024,26.0,Resolución,Téngase por cumplido lo ordenado a folio N° 16 de autos. Pasen los antecedentes a Presidencia para los fines pertinentes.,16/10/2023,Téngase Presente,28
49607,,,,,,d-cuenta la ordern de no innonvar,,Oni,24
49609,,,,,,Al escrito de la Querellado téngase por enterado que se declara no ha lugáor,,Nhl,23
49627,119-2024,Antofagasta,05/02/2024,5.0,Sentencia,Omite Pron./Archívese,31/01/2024,Archivado,6
49630,,,,,,La Corte de Apelaciones de Puerto Montt fija los valores en 500.000 unidades,,Fija Costas,14
49631,,,,,,"Se ordena el Apcb., advirtiendo medidas en caso de incumplimiento de Demandante recurrente.",,Apercibe,5
49642,,,,,,Ofíciese (rbf),,Ica Solicita Diligencia,17
49660,,,,,,Por el inicio de tramitación del acción.,,Inicio Tramitación,21
49670,,,,,,"El recurrido retira demanda, por aumento injustificado de costos por la isapre.",,Retira,27
49697,,,,,,"Debido a incumplimiento de cobertura por parte de la isapre, el la presente acción se archiva.",,Archivado,6
49712,,,,,,El rol 957-2028 (tgse acumla 676-2030).,,Acumulación,2
49721,,,,,,"El la presente acción es rechazao con costas, debido a no adjuntar los documentos solicitados",,Rechazada,26
49735,,,,,,(PBEx25) certifiquese Duplicidad (PBD,,Certifiquese,8
49744,39-2024,Talca,08/01/2024,3.0,Resolución,"A lo principal: por interpuesto recurso de protección, dese cuenta de su admisibilidad en la sala de isapres ; al primer otrosí, dese cuenta de la orden de no innovar solicitada junto con la decretada en lo principal. Al segundo otrosí, tengase por acompañados. Al tercer otrosí, téngase presente.",14/06/2024,Admisibles,3
49761,,,,,,Al folio n 88: art 216,,Art / Numeral,7
49771,,,,,,"El recurso se rechazaa con costas repartidas, por falta de información proporcionada por la isapre.",,Rechazada,26
49783,,,,,,Queda acogido el demanda sin costas; Nueva Mas Vida S.A. debe cumplir el Plan GES.,,Acoge,0
49797,,,,,,"Por auto acordado de la Corte de Apelaciones de Santiago, los costos quedan en 5 dólares.",,Fija Costas,14
49819,,,,,,al folio 64: d. cuenta,,Dese Cuenta,11
49820,245-2024,Talca,02/02/2024,3.0,Resolución,int R Prot/ONI/Sala Isapre,01/02/2024,Admisibles,3
49827,,,,,,Al folio n 67: art 216,,Art / Numeral,7
49842,2254-2023,Talca,04/12/2023,6.0,Resolución,Se concede ampliación de plazo por el término de 05 días hábiles,05/12/2023,Ica Amplia Plazo,15
49843,21594-2024,Concepción,06/01/2025,9.0,Resolución,(PBexOct24)pide cta 5(rbf),21/11/2024,Ica Solicita Diligencia,17
49850,29689-2022,San Miguel,19/04/2023,8.0,Resolución,"Ges Por Evacuado Informe, en r",25/11/2022,Evacua Informe,12
49857,,,,,,n.h.l. lo obrado por la Ilustrísima Corte de Apelaciones de Copiapó,,Nhl,23
49862,,,,,,dc. cuenta lo solicitado por la corte de Corte de Apelaciones de,,Dese Cuenta,11
49871,,,,,,"Previo a proveer, hágase coincidir la suma con el cuerpo del escrito, dentro del plazo establecido, bajo Apercbmto..",,Apercibe,5
49873,12834-2022,Concepción,09/01/2025,34.0,Resolución,"Atendido el mérito en autos, pide a la isapre recurrida, a fin de que informe de qué manera se encuentra dando cumplimento al pago de las costas.",12/04/2022,Ica Solicita Diligencia,17
49876,,,,,,c.s./revocada acogiendo el planrevocada sin referirse al plan de salud .,,Cs,10
49887,,,,,,Falta de interés legítimo o parte afectada. es inadmisble,,Incompetencia,19
49890,,,,,,Al folio 34: declara inadmisivle,,Incompetencia,19
49891,,,,,,"Por resolución de la Corte de Apelaciones de stgo, se fijan los tarifas en 100.000 unidades.",,Fija Costas,14
49892,,,,,,"Debido a falta de pruebas, la demanda es declara inadmisiblea.",,Inadmisible/Omite,18
49894,,,,,,"Inicio tramitación, del apelación.",,Inicio Tramitación,21
49908,,,,,,Téngase por el pago de costas por la suma de,,Téngase Presente,28
49917,,,,,,"Se ha retirado, el apelación, por incumplimiento de plazos administrativos por la isapre",,Retira,27
49923,,,,,,Tgse. pres. por cumplida lo Requiere por la corte,,Téngase Presente,28
49924,,,,,,La corte inadmisible.  la petición prescripción,,Inadmisible/Omite,18
49931,,,,,,Queda acogido el solicitud no costas; Isapre Banmédica debe cumplir el TF.,,Acoge,0
49942,1354-2023,Talca,13/09/2023,21.0,Resolución,"Pide informe a Soraya Nome funcionaria de NMV,  al correo electrónico Soraya.nome@nuevamasvida.cl , quien deberá evacuarlo en el plazo de 08 días, acompañando toda la documentación que posea al respecto",14/09/2023,Ica Solicita Diligencia,17
49947,,,,,,demanda presentar pruebas adicionales que respalden la demanda para asegurar el cumplimiento de los plazos legales.,,Ica Solicita Diligencia,17
49955,2871-2023,Antofagasta,04/04/2024,16.0,Resolución,CÚMPLASE CS REV/RECH. GES,31/05/2023,Cs,10
49959,13557-2023,Temuco,09/08/2024,24.0,Resolución,Pide Informe cumplimiento de sentencia dentro de 05 días.,11/10/2023,Ica Solicita Diligencia,17
49964,,,,,,Se acogió el acción y se ordena a Isapre Colmena que no aplique alza.,,Acoge,0
